pistetunnus;sijainti;pvm;suunta;suuntaselite;kaista;jaottelu;ajoneuvoluokka;00_01;01_02;02_03;03_04;04_05;05_06;06_07;07_08;08_09;09_10;10_11;11_12;12_13;13_14;14_15;15_16;16_17;17_18;18_19;19_20;20_21;21_22;22_23;23_24;yhteensa
471;vt3_Tampere_Multisilta;20240922;*;;*;Kaikki;kaikki;563;399;269;179;117;132;267;343;544;1028;1780;2529;3298;3705;3726;3836;3920;4006;3381;2499;1756;1111;590;303;40281
471;vt3_Tampere_Multisilta;20240923;*;;*;Kaikki;kaikki;188;135;114;152;259;903;2490;3900;3438;2478;2115;2311;2427;2641;3045;4414;4376;3239;2538;1960;1511;1004;560;298;46496
471;vt3_Tampere_Multisilta;20240924;*;;*;Kaikki;kaikki;188;157;126;134;244;732;2416;4090;3449;2453;2063;2233;2320;2639;3107;4621;4786;3436;2759;2031;1651;1336;649;331;47951
471;vt3_Tampere_Multisilta;20240925;*;;*;Kaikki;kaikki;248;175;148;138;237;755;2316;3964;3311;2450;2129;2323;2525;2682;3295;4589;4691;3491;2701;2088;1627;1203;689;417;48192
471;vt3_Tampere_Multisilta;20240926;*;;*;Kaikki;kaikki;262;156;116;160;239;703;2349;3833;3316;2509;2240;2450;2665;2824;3430;4737;4969;3761;2969;2381;1848;1139;744;393;50193
471;vt3_Tampere_Multisilta;20240927;*;;*;Kaikki;kaikki;231;183;149;164;233;674;2006;3405;2890;2435;2328;2601;2964;3501;4309;5375;5238;4493;3354;2241;1725;1296;1242;726;53763
471;vt3_Tampere_Multisilta;20240928;*;;*;Kaikki;kaikki;532;318;297;169;202;269;426;727;1204;2255;2862;3537;3813;3719;3676;3500;3427;3131;2727;1873;1457;1095;1050;705;42971
471;vt3_Tampere_Multisilta;20240929;*;;*;Kaikki;kaikki;493;350;265;179;166;159;281;359;602;1141;1810;2638;3178;3444;3852;3955;3771;3952;3264;2463;1747;1053;676;296;40094
471;vt3_Tampere_Multisilta;20240930;*;;*;Kaikki;kaikki;169;134;128;140;280;820;2442;3873;3439;2533;2297;2423;2529;2728;3295;4563;4652;3412;2576;2052;1561;1083;651;310;48090
471;vt3_Tampere_Multisilta;20241001;*;;*;Kaikki;kaikki;180;161;141;127;235;745;2392;4113;3857;2890;2414;2416;2485;2820;3416;4714;5042;3779;2658;2059;1592;1143;628;370;50377
471;vt3_Tampere_Multisilta;20241002;*;;*;Kaikki;kaikki;262;174;119;129;231;704;2424;3954;3755;2936;2468;2442;2583;2799;3534;4953;5008;3651;2680;1994;1538;1154;689;331;50512
471;vt3_Tampere_Multisilta;20241003;*;;*;Kaikki;kaikki;240;147;149;151;205;723;2343;3880;3630;2854;2405;2654;2825;3119;3533;5061;4915;3895;3006;2284;1751;1151;674;402;51997
471;vt3_Tampere_Multisilta;20241004;*;;*;Kaikki;kaikki;248;179;137;177;255;657;2055;3347;2941;2541;2426;2818;3128;3522;4248;5423;5245;4321;3344;2357;1753;1383;925;610;54040
471;vt3_Tampere_Multisilta;20241005;*;;*;Kaikki;kaikki;421;334;229;198;152;257;452;745;1191;2253;3065;3468;3757;3722;3555;3542;3358;3018;2693;2089;1720;1267;1159;1331;43976
471;vt3_Tampere_Multisilta;20241006;*;;*;Kaikki;kaikki;543;409;251;191;115;144;256;373;730;1116;1801;2610;3376;3707;3799;3841;3657;3524;3266;2381;1726;1018;579;294;39707
471;vt3_Tampere_Multisilta;20241007;*;;*;Kaikki;kaikki;148;152;116;128;286;848;2504;3921;3447;2412;2149;2231;2346;2495;3051;4163;4330;3253;2470;1878;1472;943;584;300;45627
471;vt3_Tampere_Multisilta;20241008;*;;*;Kaikki;kaikki;197;133;110;136;217;759;2513;4050;3454;2523;2098;2215;2364;2535;3112;4597;4710;3251;2422;1902;1481;959;591;321;46650
471;vt3_Tampere_Multisilta;20241009;*;;*;Kaikki;kaikki;200;131;125;142;224;771;2456;3858;3429;2427;2123;2228;2401;2585;3229;4506;4732;3294;2479;1899;1540;1053;601;282;46715
471;vt3_Tampere_Multisilta;20241010;*;;*;Kaikki;kaikki;226;146;116;175;232;756;2338;3771;3264;2449;2271;2439;2671;2970;3494;4906;4952;3813;2849;2118;1642;1040;717;357;49712
471;vt3_Tampere_Multisilta;20241011;*;;*;Kaikki;kaikki;282;249;212;194;250;740;2090;3386;2907;2368;2401;2740;3091;3616;4400;5559;5493;4462;3442;2360;1888;1331;886;605;54952
471;vt3_Tampere_Multisilta;20241012;*;;*;Kaikki;kaikki;448;296;231;200;160;245;516;813;1311;2237;2992;3700;4068;4013;3991;3716;3703;3160;2560;1989;1472;1087;813;608;44329
471;vt3_Tampere_Multisilta;20241013;*;;*;Kaikki;kaikki;390;263;221;192;131;138;239;374;588;1099;1849;2700;3356;3754;3929;3944;3709;3742;3109;2217;1616;994;660;510;39724
471;vt3_Tampere_Multisilta;20241014;*;;*;Kaikki;kaikki;230;125;123;132;270;843;2325;3242;2703;2379;2402;2633;2992;3038;3358;4474;4461;3327;2486;1817;1469;979;615;331;46754
471;vt3_Tampere_Multisilta;20241015;*;;*;Kaikki;kaikki;214;163;115;145;230;744;2223;3148;2787;2377;2441;2742;2787;2986;3482;4792;3556;1975;2781;1950;1783;1253;695;386;45755
471;vt3_Tampere_Multisilta;20241016;*;;*;Kaikki;kaikki;244;133;136;123;219;731;2089;3139;2757;2388;2387;2787;2979;3294;3802;4877;5004;3815;3139;2234;1657;1310;769;406;50419
471;vt3_Tampere_Multisilta;20241017;*;;*;Kaikki;kaikki;271;185;140;119;206;702;2079;2981;2669;2426;2485;2853;3229;3419;3976;4889;4824;3837;3272;2425;1787;1200;851;465;51290
471;vt3_Tampere_Multisilta;20241018;*;;*;Kaikki;kaikki;298;212;148;133;228;600;1853;2521;2307;2285;2601;3017;3473;3886;4520;5383;5018;4266;3553;2347;1768;1349;1272;636;53674
471;vt3_Tampere_Multisilta;20241019;*;;*;Kaikki;kaikki;457;323;245;165;178;202;388;685;1030;1852;2548;3317;3804;3793;3791;3777;3666;3418;2755;2054;1722;1304;918;695;43087
471;vt3_Tampere_Multisilta;20241020;*;;*;Kaikki;kaikki;487;277;258;181;155;107;248;353;658;1038;1587;2611;3320;3663;4012;4221;4309;4088;3207;2488;1545;1062;540;328;40743
471;vt3_Tampere_Multisilta;20241021;*;;*;Kaikki;kaikki;207;121;144;129;253;802;2441;3874;3533;2426;2156;2389;2460;2644;3151;4523;4550;3327;2433;1776;1491;1117;564;304;46815
471;vt3_Tampere_Multisilta;20241022;*;;*;Kaikki;kaikki;207;128;127;146;212;735;2434;3830;878;2703;2238;2389;2509;2733;3237;4676;4674;3537;2610;1837;1590;1211;639;360;45640
471;vt3_Tampere_Multisilta;20241023;*;;*;Kaikki;kaikki;228;154;102;138;227;733;2403;3956;3620;2704;2284;2403;2534;2786;3456;4735;4960;3668;2645;2005;1466;1035;657;350;49249
471;vt3_Tampere_Multisilta;20241024;*;;*;Kaikki;kaikki;232;150;113;145;237;760;2353;3872;775;2620;2296;2581;2650;2994;3535;4884;5134;3750;2886;2045;1617;1045;735;392;47801
471;vt3_Tampere_Multisilta;20241025;*;;*;Kaikki;kaikki;268;159;140;158;201;684;2009;3446;2973;2441;2468;2688;3140;3602;4522;5693;5455;4701;3343;2186;1777;1379;1267;685;55385
471;vt3_Tampere_Multisilta;20241026;*;;*;Kaikki;kaikki;445;320;260;206;169;266;432;733;1049;2171;2688;3456;3726;3773;3896;3779;3436;3263;2597;1922;1540;1368;1342;730;43567
471;vt3_Tampere_Multisilta;20241027;*;;*;Kaikki;kaikki;500;372;272;;361;196;296;392;722;1276;2084;2730;3374;3556;3684;3841;3684;3430;2811;1956;1451;943;535;274;38740
471;vt3_Tampere_Multisilta;20241028;*;;*;Kaikki;kaikki;158;123;120;118;261;836;2550;3989;3429;2480;2063;2363;2410;2473;3045;4514;4593;3133;2306;1796;1434;937;561;273;45965
471;vt3_Tampere_Multisilta;20241029;*;;*;Kaikki;kaikki;215;131;102;132;207;706;2388;3990;3512;2561;2129;2324;2565;2546;3220;4612;4758;3469;2464;1829;1575;997;594;277;47303
471;vt3_Tampere_Multisilta;20241030;*;;*;Kaikki;kaikki;163;135;110;123;199;769;2471;3877;3418;2465;2200;2325;2558;2694;3394;4723;4854;3557;2552;1964;1644;1065;633;309;48202
471;vt3_Tampere_Multisilta;20241031;*;;*;Kaikki;kaikki;208;136;115;132;195;729;2293;3792;3370;2576;2286;2435;2625;2821;3543;4874;4818;3283;2895;2056;1658;1161;679;406;49086
471;vt3_Tampere_Multisilta;20241101;*;;*;Kaikki;kaikki;259;171;123;135;207;677;2004;3152;2784;2216;2231;2544;2804;3181;3992;4717;4789;3377;2858;1989;1490;1154;895;1311;49060
471;vt3_Tampere_Multisilta;20241102;*;;*;Kaikki;kaikki;480;287;230;190;182;223;401;557;794;1610;2185;2895;3224;3404;3403;3487;3146;2650;2144;1588;1229;1658;869;586;37422
471;vt3_Tampere_Multisilta;20241103;*;;*;Kaikki;kaikki;441;296;235;170;169;139;276;335;505;928;1534;2223;2795;2977;3209;3161;3158;2953;2461;1781;1303;846;533;273;32701
471;vt3_Tampere_Multisilta;20241104;*;;*;Kaikki;kaikki;135;120;96;131;258;783;2245;3540;3188;2174;1950;2079;2182;2413;2849;4172;4143;2818;2136;1564;1307;863;572;290;42008
471;vt3_Tampere_Multisilta;20241105;*;;*;Kaikki;kaikki;182;112;112;112;205;714;2398;3857;3252;2300;2010;2204;2352;2515;3073;4449;4631;3247;2364;1694;1485;1022;636;291;45217
471;vt3_Tampere_Multisilta;20241106;*;;*;Kaikki;kaikki;224;236;124;117;206;745;2371;3809;3446;2437;2083;2266;2457;2546;3268;4673;4743;3470;2476;1836;1475;983;643;328;46962
471;vt3_Tampere_Multisilta;20241107;*;;*;Kaikki;kaikki;231;199;127;121;213;738;2303;3805;3391;2535;2271;2368;2685;2828;3425;4754;4920;3552;2618;2006;1531;1003;668;387;48679
471;vt3_Tampere_Multisilta;20241108;*;;*;Kaikki;kaikki;249;191;112;129;212;687;2031;3311;2906;2399;2328;2630;2996;3540;4466;5461;5191;4291;3389;2317;1681;1229;1118;854;53718
471;vt3_Tampere_Multisilta;20241109;*;;*;Kaikki;kaikki;476;325;244;165;157;228;481;691;1296;2066;2743;3531;3901;3806;3918;3821;3572;3056;2545;1848;1417;1403;928;614;43232
471;vt3_Tampere_Multisilta;20241110;*;;*;Kaikki;kaikki;452;292;223;160;118;109;240;287;528;1052;1745;2630;3362;3463;3455;3716;3895;3716;3146;2390;1819;1033;550;271;38652
471;vt3_Tampere_Multisilta;20241111;*;;*;Kaikki;kaikki;156;113;105;118;264;805;2429;3879;3446;2481;2092;2228;2248;2505;2983;4334;4292;2836;2214;1648;1336;844;528;290;44174
471;vt3_Tampere_Multisilta;20241112;*;;*;Kaikki;kaikki;173;125;138;127;223;710;2365;3921;3412;2390;2002;2173;2229;2463;3105;4457;4505;3229;2440;1693;1435;1103;564;286;45268
471;vt3_Tampere_Multisilta;20241113;*;;*;Kaikki;kaikki;200;148;106;123;213;715;2345;3740;3423;2432;2019;2169;2480;2571;3179;4512;4547;3183;2512;1801;1400;1106;594;317;45835
471;vt3_Tampere_Multisilta;20241114;*;;*;Kaikki;kaikki;215;158;111;143;205;711;2271;3690;3299;2446;2231;2297;2569;2823;3416;4804;4721;3486;2643;1979;1614;1096;725;374;48027
471;vt3_Tampere_Multisilta;20241115;*;;*;Kaikki;kaikki;251;171;149;124;218;687;2012;3339;3049;2696;2576;2764;3052;3390;4571;5393;4974;4353;3126;1971;1713;1710;993;677;53959
471;vt3_Tampere_Multisilta;20241116;*;;*;Kaikki;kaikki;517;377;287;212;199;243;404;695;1352;2265;2844;3344;3683;3738;3850;3674;3590;3194;2406;1799;1376;1075;809;573;42506
471;vt3_Tampere_Multisilta;20241117;*;;*;Kaikki;kaikki;484;346;241;184;123;143;262;340;578;1218;1836;2608;3129;3702;3793;4035;3788;3482;3114;2085;1445;927;518;306;38687
471;vt3_Tampere_Multisilta;20241118;*;;*;Kaikki;kaikki;190;127;98;119;256;787;2319;3757;3351;2451;2038;2169;2259;2390;2953;4281;4330;2908;2219;1643;1316;855;575;291;43682
471;vt3_Tampere_Multisilta;20241119;*;;*;Kaikki;kaikki;196;128;118;137;201;712;2314;3910;3494;2477;2055;2137;2315;2594;3138;4504;4484;3222;2379;1831;1414;950;646;330;45686
471;vt3_Tampere_Multisilta;20241120;*;;*;Kaikki;kaikki;189;145;134;108;196;712;2285;3608;3246;2280;1969;2161;2224;2252;2858;4039;3591;2445;1707;1401;1160;789;564;332;40395
471;vt3_Tampere_Multisilta;20241121;*;;*;Kaikki;kaikki;213;162;128;139;213;626;1863;2986;2797;2000;1763;1935;2170;2422;2928;4066;4104;2867;2427;1762;1455;1159;621;405;41211
471;vt3_Tampere_Multisilta;20241122;*;;*;Kaikki;kaikki;229;170;151;165;236;655;1940;3081;2973;2210;2197;2472;2686;3259;3862;4896;4558;3624;2808;2028;1563;1069;1168;715;48715
471;vt3_Tampere_Multisilta;20241123;*;;*;Kaikki;kaikki;480;360;272;181;185;237;420;608;1033;1797;2467;3035;3558;3608;3606;3552;3115;2757;2361;1673;1240;971;1068;695;39279
471;vt3_Tampere_Multisilta;20241124;*;;*;Kaikki;kaikki;489;369;256;178;129;150;252;322;462;857;1555;2366;2997;3286;3415;3535;3359;3049;2590;1876;1319;885;512;252;34460
471;vt3_Tampere_Multisilta;20241125;*;;*;Kaikki;kaikki;172;129;105;122;247;780;2299;3560;3356;2347;1919;2109;2306;2499;2979;4199;4235;2923;2162;1599;1362;1031;606;316;43362
471;vt3_Tampere_Multisilta;20241126;*;;*;Kaikki;kaikki;214;130;109;126;221;750;2332;3802;3322;2333;2061;2230;2428;2596;3123;4568;4466;3244;2404;1798;1541;1234;601;295;45928
471;vt3_Tampere_Multisilta;20241127;*;;*;Kaikki;kaikki;212;132;130;119;218;763;2369;3677;3450;2491;2160;2300;2456;2570;3234;4589;4660;3343;2504;1812;1482;1135;678;372;46856
471;vt3_Tampere_Multisilta;20241128;*;;*;Kaikki;kaikki;238;171;116;115;202;749;2371;3656;3374;2452;2177;2372;2455;2788;3350;4822;4710;3393;2634;2074;1658;1137;715;377;48106
471;vt3_Tampere_Multisilta;20241129;*;;*;Kaikki;kaikki;258;184;127;140;236;705;2046;3284;2930;2536;2555;2752;3033;3668;4330;5333;4788;4191;3038;2017;1812;1624;1030;726;53343
471;vt3_Tampere_Multisilta;20241130;*;;*;Kaikki;kaikki;547;376;311;246;200;246;405;674;1122;2050;2730;3287;3669;3748;3812;3824;3314;2891;2517;1698;1343;1046;833;645;41534
471;vt3_Tampere_Multisilta;20241201;*;;*;Kaikki;kaikki;431;330;233;188;172;169;255;335;552;1121;1702;2487;3174;3525;3811;3841;3692;3403;2795;1900;1362;869;505;298;37150
471;vt3_Tampere_Multisilta;20241202;*;;*;Kaikki;kaikki;172;140;93;136;285;825;2443;3855;3228;2436;2191;2300;2405;2583;3076;4341;4379;3023;2250;1673;1369;878;564;318;44963
471;vt3_Tampere_Multisilta;20241203;*;;*;Kaikki;kaikki;211;130;110;146;232;676;2154;3499;3369;2397;2075;2174;2263;2465;2990;4378;4338;3203;2437;1880;1372;990;650;320;44459
471;vt3_Tampere_Multisilta;20241204;*;;*;Kaikki;kaikki;193;142;150;109;229;760;2286;3635;3276;2440;2139;2258;2338;2702;3170;4524;4543;3280;2607;1966;1487;1060;711;363;46368
471;vt3_Tampere_Multisilta;20241205;*;;*;Kaikki;kaikki;237;188;128;127;226;708;2011;3325;2888;2361;2317;2469;3012;3347;4259;5194;5125;4284;3408;2369;1887;1363;1227;725;53185
471;vt3_Tampere_Multisilta;20241206;*;;*;Kaikki;kaikki;502;358;259;220;177;219;343;499;664;1290;2122;2893;3299;3456;3347;2969;2632;2200;1705;1167;904;735;616;484;33060
471;vt3_Tampere_Multisilta;20241207;*;;*;Kaikki;kaikki;340;260;154;139;144;238;395;530;771;1575;2212;3096;3636;3769;3719;3623;3225;2702;2367;1668;1361;1019;790;539;38272
471;vt3_Tampere_Multisilta;20241208;*;;*;Kaikki;kaikki;372;311;233;154;140;142;276;335;492;844;1581;2431;3145;3730;3776;3855;3682;3503;2831;2067;1551;1095;629;311;37486
471;vt3_Tampere_Multisilta;20241209;*;;*;Kaikki;kaikki;178;140;121;121;274;831;2351;3625;3357;2386;1926;2263;2390;2560;2988;4309;4282;3105;2120;1778;1324;1228;562;295;44514
471;vt3_Tampere_Multisilta;20241210;*;;*;Kaikki;kaikki;189;145;118;129;210;727;2356;3838;3266;2461;2177;2249;2335;2562;3107;4476;4599;3242;2467;1917;1519;1075;604;300;46068
471;vt3_Tampere_Multisilta;20241211;*;;*;Kaikki;kaikki;220;142;139;146;223;690;2285;3750;3333;2407;2194;2308;2441;2623;3140;4495;4223;3348;2582;1846;1516;1082;651;333;46117
471;vt3_Tampere_Multisilta;20241212;*;;*;Kaikki;kaikki;225;156;102;117;217;709;2237;3654;3233;2483;2354;2548;2615;2844;3374;4683;4680;3550;2656;2037;1653;1527;742;361;48757
471;vt3_Tampere_Multisilta;20241213;*;;*;Kaikki;kaikki;250;193;145;138;229;692;2051;3261;2917;2483;2518;2740;2949;3020;3754;4358;4043;3484;2702;1931;1590;1182;936;726;48292
471;vt3_Tampere_Multisilta;20241214;*;;*;Kaikki;kaikki;463;342;244;204;167;220;407;565;872;1558;2001;2528;2798;2951;3104;2966;2716;2323;1991;1429;1004;915;848;898;33514
471;vt3_Tampere_Multisilta;20241215;*;;*;Kaikki;kaikki;607;388;241;179;146;149;282;319;470;923;1486;2398;2854;3306;3469;3472;3408;3157;2672;1877;1535;985;591;322;35236
471;vt3_Tampere_Multisilta;20241216;*;;*;Kaikki;kaikki;198;124;95;116;253;735;2147;3464;3338;2412;2095;2240;2278;2559;2879;4078;4134;3071;2245;1762;1363;925;583;352;43446
471;vt3_Tampere_Multisilta;20241217;*;;*;Kaikki;kaikki;209;167;132;130;200;722;2296;3659;3307;2370;2275;2278;2449;2661;3299;4505;4659;3444;2566;2039;1573;934;736;350;46960
471;vt3_Tampere_Multisilta;20241218;*;;*;Kaikki;kaikki;217;153;132;113;225;734;2216;3592;3169;2560;2358;2593;2723;2819;3440;4583;4707;3425;2496;1966;1589;1008;781;377;47976
471;vt3_Tampere_Multisilta;20241219;*;;*;Kaikki;kaikki;239;164;129;153;244;703;2028;3496;3002;2465;2263;2544;2709;3068;3583;4599;4707;3428;2737;2170;1691;1091;766;452;48431
471;vt3_Tampere_Multisilta;20241220;*;;*;Kaikki;kaikki;272;204;185;160;228;697;1986;2962;2752;2426;2613;3061;3450;3862;4486;4765;4609;3898;3049;2184;1690;1167;1188;642;52536
471;vt3_Tampere_Multisilta;20241221;*;;*;Kaikki;kaikki;437;330;257;177;222;315;434;560;915;1842;2943;3567;4096;4147;4149;4020;3629;2916;2485;1999;1442;917;652;421;42872
471;vt3_Tampere_Multisilta;20241222;*;;*;Kaikki;kaikki;405;256;197;142;118;162;298;298;442;960;1758;2737;3341;3797;3774;3586;3264;2959;2436;1709;1276;875;623;353;35766
471;vt3_Tampere_Multisilta;20241223;*;;*;Kaikki;kaikki;221;174;141;155;189;413;993;1480;1429;1876;2724;3318;3789;4090;4274;4232;3749;3274;2591;1949;1396;921;661;361;44400
471;vt3_Tampere_Multisilta;20241224;*;;*;Kaikki;kaikki;227;155;104;78;77;110;214;312;565;1114;1772;2371;2248;2249;1958;1634;1200;1052;1055;1149;1269;1087;747;454;23201
471;vt3_Tampere_Multisilta;20241225;*;;*;Kaikki;kaikki;254;150;100;66;48;64;200;199;235;495;1101;1898;2477;2601;2514;2216;1976;1858;1679;1550;1168;882;551;328;24610
471;vt3_Tampere_Multisilta;20241226;*;;*;Kaikki;kaikki;251;144;103;88;85;140;245;306;353;748;1450;2522;3382;3561;3532;3354;3021;2870;2510;1931;1332;927;591;392;33838
471;vt3_Tampere_Multisilta;20241227;*;;*;Kaikki;kaikki;249;176;150;142;178;405;875;1317;1252;1624;2183;2936;3565;3843;4026;4147;3805;3305;2465;1702;1452;1136;743;427;42103
471;vt3_Tampere_Multisilta;20241228;*;;*;Kaikki;kaikki;303;218;208;121;141;205;335;408;619;1164;1827;2616;3301;3500;3459;3443;3285;2578;2069;1759;1290;855;659;416;34779
471;vt3_Tampere_Multisilta;20241229;*;;*;Kaikki;kaikki;305;235;222;120;101;122;202;233;292;666;1227;2039;2828;3190;3302;3384;3107;2799;2313;1506;1136;761;511;307;30908
471;vt3_Tampere_Multisilta;20241230;*;;*;Kaikki;kaikki;204;145;91;98;175;565;1409;1994;1764;1736;2093;2580;2979;3241;3370;4293;3939;3156;2451;1668;1468;1030;727;379;41555
471;vt3_Tampere_Multisilta;20241231;*;;*;Kaikki;kaikki;259;176;133;111;148;490;1290;1615;1356;1398;1709;2236;2795;3096;3498;3901;2980;2451;1705;1021;802;810;810;469;35259
